,Date,Title,Label
51,2012-01-17,셀트리온올해영업이익2507억원전망,1
52,2012-01-17,내일場공략주셀트리온실적기반차별화기대,2
53,2012-01-18,셀트리온2012년공급계약규모예상을상회,2
54,2012-01-18,셀트리온4분기실적예상치상회전망”현대證,1
55,2012-01-18,셀트리온높아진실적가시성현대證,1
56,2012-01-18,셀트리온올해공급계약규모예상상회현대證,2
57,2012-01-18,셀트리온2012년공급계약규모예상상회현대,2
58,2012-01-18,셀트리온2012년공급계약규모예상을상회현대證,2
59,2012-01-18,셀트리온예상을웃도는실적전망현대,1
60,2012-01-18,HotLine코스닥셀트리온올해공급계약시장예상치웃돌것,2
61,2012-01-18,셀트리온기존전망치상회하는올해예상실적현대,1
62,2012-01-18,시황코스닥시총상위주상승세셀트리온249↑,2
63,2012-01-18,코스닥셀트리온실적호조전망에급등,2
64,2012-01-18,특징주셀트리온증권사호평에상승세,2
65,2012-01-18,특징주셀트리온강세실적전망지지덕분,2
66,2012-01-18,특징주셀트리온올해영업익2500억전망에강세,2
67,2012-01-18,특징주셀트리온예상치웃도는실적전망↑,2
68,2012-01-18,특징주셀트리온사흘만에반등호실적기대,2
69,2012-01-18,종목Plus셀트리온높아진실적기대감강세,2
70,2012-01-18,HotLine코스닥셀트리온증권사호평에3상승,2
71,2012-01-18,특징주셀트리온실적전망발표에강세,2
72,2012-01-18,특징주中호재원자재주하하셀트리온증권사호평에호호,2
73,2012-01-18,특징주中호재원자재주하하셀트리온증권사호평에호호,2
74,2012-01-18,셀트리온강세올해실적목표믿어볼까,2
75,2012-01-18,셀트리온류마티스치료제폴란드임상1상시험승인,2
76,2012-01-18,셀트리온폴란드서류마티스관련임상1상승인,2
77,2012-01-18,셀트리온류마티스관절염치료제임상1상승인,2
78,2012-01-18,셀트리온폴란드에서류마티스관절염관련임상승인,2
79,2012-01-18,셀트리온폴란드서류마티즘관절염관련임상1상시험승인,2
80,2012-01-18,셀트리온폴란드서류마티스관절염임상1상시험승인,2
81,2012-01-18,셀트리온류마티스관절염치료제임상1상승인,2
82,2012-01-18,셀트리온폴란드에서류마티스임상1상시험승인,2
83,2012-01-18,셀트리온폴란드에서도임상1상시험승인,2
84,2012-01-19,시황코스닥시총상위주상승세셀트리온054↑,2
85,2012-01-25,스타워즈KB證하현수셀트리온으로약진,1
86,2012-01-25,셀트리온진행성여포성림프종임상3상승인,2
87,2012-01-25,셀트리온림프종치료제3상임상승인,2
88,2012-01-25,셀트리온벨라루스서임상3상시험승인,2
89,2012-01-25,셀트리온벨라루스서임상3상승인받아,2
90,2012-01-25,공시셀트리온벨라루스에서여포성림프종임상3상시험승인,2
91,2012-01-25,셀트리온진행성여포성림프종임상3상승인,2
92,2012-01-25,셀트리온벨라루스서임상3상시험승인,2
93,2012-01-25,기업공시셀트리온림프종임상3상시험승인外,2
94,2012-01-25,셀트리온진행성여포성림프종임상3상승인,2
95,2012-01-26,코스닥공시셀트리온예림당아큐텍등,1
96,2012-01-26,특징주셀트리온림프종치료제임상승인소식에↑,2
97,2012-01-26,시황코스닥시총상위주상승세셀트리온251↑,2
98,2012-01-26,특징주셀트리온림프종치료제승인소식에상승세,2
99,2012-01-26,종목Plus셀트리온림프종치료제임상3상승인에↑,2
100,2012-01-26,현장포커스셀트리온진행성여포성림프종임상3상승인,2
101,2012-01-26,투자클럽핫종목셀트리온제일모직STS반도체등,2
102,2012-01-26,아줌마주식상담소셀트리온,1
103,2012-01-26,아줌마주식상담소셀트리온,1
104,2012-01-26,셀트리온실적전망장미빛,1
105,2012-01-29,1월넷째주코스닥기관순매수1위셀트리온,2
106,2012-02-01,셀트리온척추염1상류마티스3상임상종료,1
107,2012-02-01,셀트리온관절염치료용바이오시밀러임상결과확인,1
108,2012-02-01,셀트리온관절염치료용바이오시밀러임상결과확인,1
109,2012-02-01,셀트리온관절염치료용바이오시밀러임상결과확인,1
110,2012-02-01,셀트리온관절염치료용바이오시밀러임상결과긍정적,2
111,2012-02-01,셀트리온관절염치료용바이오시밀러임상결과확인,1
112,2012-02-01,셀트리온레미케이드시밀러오리지널과동등성증명,1
113,2012-02-01,셀트리온관절염치료용바이오시밀러임상결과확인,1
114,2012-02-01,셀트리온관절염치료용바이오시밀러임상결과확인,1
115,2012-02-01,셀트리온레미케이드바이오시밀러동등한유효성증명,1
116,2012-02-01,셀트리온관절염치료용바이오시밀러임상실적양호,1
117,2012-02-01,셀트리온레미케이드바이오시밀러이달중한국식약청에품목허가신청,1
118,2012-02-01,셀트리온관절염치료용바이오시밀러임상결과확인,1
119,2012-02-01,셀트리온관절염항체바이오시밀러임상결과긍정적,2
120,2012-02-01,셀트리온관절염치료용바이오시밀러임상결과확인,1
121,2012-02-01,코스닥시황셀트리온CJEM강세,2
122,2012-02-01,셀트리온19개국진행3상임상종료,1
123,2012-02-01,셀트리온임상결과확인,1
124,2012-02-01,셀트리온관절염치료용바이오시밀러임상결과확인,1
125,2012-02-01,셀트리온관절염치료용바이오시밀러임상결과확인,1
126,2012-02-02,셀트리온관절염치료용바이오시밀러동등성입증,1
127,2012-02-02,셀트리온투자리스크해소국면진입우리투자證,2
128,2012-02-02,셀트리온리스크해소국면에진입우리證,1
129,2012-02-02,셀트리온임상시험성공도약전기우리,2
130,2012-02-02,셀트리온바이오시밀러임상성공으로도약우리證,2
131,2012-02-02,셀트리온바이오시밀러임상시험성공매수우리證,2
132,2012-02-02,HotLine코스닥셀트리온투자리스크해소국면진입,2
133,2012-02-02,시황코스닥시총상위주상승세셀트리온185↑,2
134,2012-02-02,특징주셀트리온사흘째↑바이오시밀러임상성공,2
135,2012-02-02,종목Plus셀트리온바이오시밀러임상시험성공강세,2
136,2012-02-02,특징주셀트리온바이오시밀러임상결과확인↑,2
137,2012-02-02,특징주셀트리온바이오시밀러임상성공사흘째↑,2
138,2012-02-02,단독셀트리온헬스케어가치주당230만원2014년IPO,1
139,2012-02-02,특징주셀트리온사흘째강세진가확인중,2
140,2012-02-02,특징주셀트리온류마티스치료제임상성공증권사호평↑,2
141,2012-02-02,셀트리온소폭하락뉴스에팔자,0
142,2012-02-02,LG생명과학VS셀트리온비교,1
143,2012-02-02,셀트리온헬스케어1株230만원,1
144,2012-02-02,셀트리온헬스케어유상증자뒤엔,1
145,2012-02-06,시황코스닥시총상위주상승세셀트리온121↑,2
146,2012-02-06,셀트리온류마티스관절염치료제독일임상1상승인,2
147,2012-02-06,셀트리온독일서류마티스관절염복제약임상1상승인,2
148,2012-02-08,공시셀트리온진행성여포성림프종임상3상시험승인,2
149,2012-02-08,셀트리온진행성림프종관련임상3상시험승인,2
150,2012-02-08,셀트리온진행성여포성림프종임상3상승인,2
151,2012-02-08,장마감후종목뉴스셀트리온림프종임상3상시험승인,2
152,2012-02-08,장마감후종목뉴스셀트리온림프종임상3상시험승인,2
153,2012-02-10,셀트리온진행성림프종관련임상3상시험승인,2
154,2012-02-10,셀트리온불가리아서임상3상시험승인,2
155,2012-02-12,2월둘째주코스닥외국인순매도1위셀트리온,2
156,2012-02-12,2월둘째주코스닥기관순매도1위셀트리온,2
157,2012-02-12,2월둘째주코스닥개인순매수1위셀트리온,2
158,2012-02-13,FDA바이오시밀러가이드라인셀트리온중장기수혜예상,2
159,2012-02-13,서정진셀트리온회장3월애플증권주인된다,1
160,2012-02-15,셀트리온주당100원현금배당결정,1
161,2012-02-15,셀트리온작년영업익1818억원전년比705↑,2
162,2012-02-15,셀트리온지난해영업익1818억전년比705↑,2
163,2012-02-15,셀트리온작년영업익1818억705증가,2
164,2012-02-15,셀트리온주당100원현금배당결정,1
165,2012-02-15,셀트리온지난해영업익1818억원전년비70↑,2
166,2012-02-15,셀트리온주당100원현금배당결정,1
167,2012-02-15,셀트리온작년영업익1818억70↑,2
168,2012-02-15,셀트리온지난해영업익1818억전년比70↑,2
169,2012-02-15,셀트리온지난해영업이익67증가1818억원,2
170,2012-02-15,셀트리온작년영업익1818억전년比70↑,2
171,2012-02-15,셀트리온지난해영업익1818억전년비70↑,2
172,2012-02-15,공시셀트리온지난해영업익1818억원전년比71↑,2
173,2012-02-15,＜생생코스닥＞셀트리온보통주주당100원현금배당,1
174,2012-02-15,셀트리온작년영업익1천818억705증가,2
175,2012-02-15,＜생생코스닥＞셀트리온보통주주당100원현금배당,1
176,2012-02-15,생생코스닥셀트리온작년영업이익1818억원전년대비71↑,2
177,2012-02-15,생생코스닥셀트리온작년영업이익1818억원전년대비71↑,2
178,2012-02-16,셀트리온신흥시장바이오시밀러출시원년,2
179,2012-02-16,셀트리온예상보다좋은4분기실적현대,1
180,2012-02-16,셀트리온신흥시장본격판매로이익성장기대현대證,2
181,2012-02-16,셀트리온신흥시장바이오시밀러출시원년현대證,2
182,2012-02-16,셀트리온신흥시장바이오시밀러출시원년업종탑픽현대證,2
183,2012-02-16,HotLine코스닥셀트리온현주가감안시투자매력도높아,2
184,2012-02-16,특징주셀트리온바이오시밀러출시기대감에↗,2
185,2012-02-16,특징주셀트리온지난해실적개선에상승세,2
186,2012-02-16,특징주셀트리온바이오시밀러출시기대감에↑,2
187,2012-02-16,특징주셀트리온강세바이오시밀러신흥시장본격판매,2
188,2012-02-16,셀트리온바이오시밀러출시기대감에↑,2
189,2012-02-16,특징주셀트리온강세4Q실적괜찮네,2
190,2012-02-16,특징주셀트리온호실적바이오시밀러기대감에↑,2
191,2012-02-16,셀트리온강세이제부터본격실적성장,2
192,2012-02-17,셀트리온바이오시밀러신흥시장직판물량공급긍정현대證,2
193,2012-02-17,셀트리온남아프리카서CTP10과맙테라동등성임상3상승인,2
194,2012-02-17,셀트리온남아공서여포성림프종임상3상승인,2
195,2012-02-21,셀트리온美바이오시밀러가이드라인발표긍정적,2
196,2012-02-21,VIPCLUB주식상담소셀트리온,1
197,2012-02-21,VIPCLUB주식상담소셀트리온,1
198,2012-02-26,2월넷째주코스닥외국인순매수1위셀트리온,2
199,2012-03-01,인천경영자총협회㈜셀트리온인천도시가스㈜보람된일터선정,1
200,2012-03-04,셀트리온CTP13유럽서허가신청,1
201,2012-03-04,셀트리온유럽EMA에세계첫항체바이오시밀러신청,1
202,2012-03-04,셀트리온레미케이드바이오시밀러EMA에허가신청,1
203,2012-03-04,셀트리온유럽서관절염치료제바이오시밀러허가신청,1
204,2012-03-04,셀트리온바이오시밀러최초유럽에제품허가신청,1
205,2012-03-04,셀트리온유럽상륙초읽기,1
206,2012-03-04,셀트리온유럽EMA에바이오시밀러제품허가신청,1
207,2012-03-04,셀트리온유럽의약품청에제품허가신청,1
208,2012-03-04,셀트리온바이오시밀러유럽서허가신청,1
209,2012-03-04,셀트리온유럽에바이오시밀러승인신청,2
210,2012-03-04,셀트리온유럽의약품청에제품허가신청,1
211,2012-03-04,2월마지막주코스닥개인순매수1위셀트리온,2
212,2012-03-04,셀트리온최초신화유럽을놀라게하다,1
213,2012-03-04,Info셀트리온유럽서관절염치료제바이오시밀러허가신청,1
214,2012-03-04,셀트리온관절염치료제바이오시밀러CTP13유럽서허가신청,1
215,2012-03-04,셀트리온관절염복제약유럽서제품허가신청,1
216,2012-03-04,셀트리온유럽서관절염치료제바이오시밀러허가신청,1
217,2012-03-04,셀트리온류마티스복제약글로벌도전,1
218,2012-03-04,셀트리온유럽서관절염치료제바이오시밀러허가신청,1
219,2012-03-05,바이오시밀러유럽진출첫공략나선셀트리온,2
220,2012-03-05,셀트리온글로벌진출에투자매력好현대證,2
221,2012-03-05,셀트리온글로벌시장선점가능성↑현대증권,2
222,2012-03-05,셀트리온세계최초유럽EMA에제품허가신청,1
223,2012-03-05,셀트리온글로벌진출에한걸음더도약현대證,2
224,2012-03-05,셀트리온해외진출활발해질전망현대,2
225,2012-03-05,특징주셀트리온유럽에바이오시밀러제품허가신청↑,2
226,2012-03-05,특징주셀트리온유럽EMA에제품허가신청5일만에↑,2
227,2012-03-05,특징주셀트리온닷새만에반등유럽에바이오시밀러제품허가신청,2
228,2012-03-05,셀트리온글로벌진출에한걸음더도약,2
229,2012-03-05,특징주셀트리온유럽서제품허가기대감에강세,2
230,2012-03-05,종목Plus셀트리온유럽에바이오시밀러제품허가신청↑,2
231,2012-03-05,특징주셀트리온강세유럽에바이오시밀러승인신청,2
232,2012-03-05,셀트리온제약작년영업이익57억원전년비24↓,1
233,2012-03-05,셀트리온제약작년영업익57억전년比245↓,1
234,2012-03-05,셀트리온제약작년영업익57억원전년비25↓,1
235,2012-03-05,셀트리온제약작년영업익57억원24↓,1
236,2012-03-05,셀트리온제약지난해영업익57억전년비24↓,1
237,2012-03-05,셀트리온제약지난해영업익57억전년比245↓,1
238,2012-03-06,셀트리온식약청에바이오시밀러허가사상첫신청,1
239,2012-03-06,셀트리온유럽시장본격공략나서,1
240,2012-03-06,셀트리온국내첫항체바이오시밀러허가신청,1
241,2012-03-06,셀트리온국내첫항체바이오시밀러허가신청,1
242,2012-03-06,셀트리온국내첫항체바이오시밀러허가신청,1
243,2012-03-06,셀트리온국내첫항체바이오시밀러허가신청,1
244,2012-03-07,셀트리온국내첫항체바이오시밀러허가신청,1
245,2012-03-07,셀트리온국내첫항체바이오시밀러허가신청,1
246,2012-03-07,셀트리온국내첫항체바이오시밀러허가신청,1
247,2012-03-07,특징주셀트리온바이오복제약매출기대로상승,2
248,2012-03-10,KBL총재배연패탈출에성공한한국석유공사셀트리온상대로대승,2
249,2012-03-11,3월첫째주코스닥외국인순매수1위셀트리온,2
250,2012-03-11,3월첫째주코스닥개인순매도1위셀트리온,2
251,2012-03-12,기관따라잡기대장주쓸어담자삼성電셀트리온집중매수,2
252,2012-03-13,외국인양날개단셀트리온기관,1
253,2012-03-15,수급유망주셀트리온다시담는외국인기관매력이뭐기에,2
254,2012-03-15,수급유망주셀트리온다시담는외국인기관매력이뭐기에,2
255,2012-03-18,3월셋째주코스닥개인순매도1위셀트리온,2
256,2012-03-19,FT서정진셀트리온회장성공사연소개,2
257,2012-03-19,특징주셀트리온FT서정진회장성공사연소개↑,2
258,2012-03-23,셀트리온직원48명에스톡옵션부여,1
259,2012-03-23,셀트리온임직원48명에게스톡옵션부여,1
260,2012-03-23,셀트리온서정수부사장등48인스톡옵션부여,1
261,2012-03-23,셀트리온임직원48명73만주스톡옵션,1
262,2012-03-24,한국100대CEO서정진셀트리온회장죽을때까지배당안받겠다”선언,1
263,2012-03-24,KBL총재배3연승에성공한한국특허정보원셀트리온상대로22점차대승,2
264,2012-03-28,투자클럽핫종목넥센타이어네오위즈게임즈셀트리온등,2
265,2012-03-29,셀트리온바이오시밀러항체의약품판매계약체결,2
266,2012-03-29,셀트리온1724억의약품판매계약,1
267,2012-03-29,셀트리온계열사에17248억원항체의약품판매,1
268,2012-03-29,공시셀트리온1724억규모항체의약품판매계약,1
269,2012-03-29,셀트리온1724억규모바이오시밀러판매계약,1
270,2012-03-29,셀트리온셀트리온헬스케어와1724억공급계약상보,2
271,2012-03-29,셀트리온1724억원규모의약품공급계약체결상보,2
272,2012-03-29,셀트리온1724억규모바이오시밀러판매계약,1
273,2012-03-29,셀트리온1724억원규모의약품판매계약체결,2
274,2012-03-29,부고양희춘셀트리온수석부사장부친상,1
275,2012-03-29,부음양희춘셀트리온수석부사장부친상,1
276,2012-03-29,셀트리온셀트리온헬스케어와1725억규모판매계약,1
277,2012-03-29,셀트리온셀트리온헬스케어와1724억규모공급계약,2
278,2012-03-29,부음양희춘셀트리온수석부사장부친상,1
279,2012-03-29,부음양희춘셀트리온수석부사장부친상,1
280,2012-03-29,부고양희춘셀트리온수석부사장씨부친상,1
281,2012-03-29,부고양희춘셀트리온수석부사장씨부친상,1
282,2012-03-29,부고양희춘셀트리온수석부사장부친상,1
283,2012-03-29,부고양희춘셀트리온수석부사장부친상,1
284,2012-03-29,장마감후종목뉴스셀트리온1725억의약품판매계약체결,2
285,2012-03-30,셀트리온양희춘수석부사장부친,1
286,2012-03-30,셀트리온바이오시밀러출시로드러날진면모미래證,2
287,2012-03-30,셀트리온CTP13출하증가목표가↑미래,2
288,2012-03-30,셀트리온내일희망일터상수상,2
289,2012-03-30,＜부고＞양희춘셀트리온수석부사장부친상,1
290,2012-03-30,부음양희춘셀트리온수석부사장씨부친상,1
291,2012-03-30,셀트리온바이오시밀러수요예상보다빨라미래,1
292,2012-03-30,장마감후종목뉴스셀트리온1725억의약품판매계약체결,2
293,2012-03-30,셀트리온유방암치료제바이오시밀러수요가예상보다빠르게증가미래證,2
294,2012-03-30,부고양희춘셀트리온수석부사장씨부친상,1
295,2012-03-30,미래에셋證셀트리온바이오시밀러본격출시,2
296,2012-03-30,특징주셀트리온바이오시밀러수요기대이상↑,2
297,2012-03-30,특징주셀트리온강세CTP13기대,2
298,2012-03-30,특징주바이오시밀러수요기대감에셀트리온↑,2
299,2012-03-30,특징주셀트리온바이오시밀러출시기대에↑,2
300,2012-03-30,특징주셀트리온유방암치료제수요증가타고보름세최고가,2
301,2012-03-30,특징주셀트리온강세바이오시밀러수요증가,2
302,2012-03-30,특징주셀트리온급등관절염치료제수요기대,2
303,2012-03-30,부고양희춘셀트리온수석부사장부친상,1
304,2012-03-30,특징주셀트리온신약수요증가전망에상승,2
305,2012-03-30,리포트셀트리온바이오시밀러출시로드러날진면목목표주가↑미래에셋證,2
306,2012-03-30,투자클럽핫종목코스맥스LG화학셀트리온등,2
307,2012-03-30,핫종목리뷰셀트리온,1
308,2012-03-30,부음양희춘셀트리온수석부사장부친상,1
309,2012-03-30,셀트리온내일희망일터상,1
310,2012-03-30,부음양희춘셀트리온수석부사장씨부친상,1
311,2012-03-31,내일희망일터상셀트리온열린고용리더상송희종씨,1
312,2012-04-01,셀트리온중장기모멘텀확보,1
313,2012-04-02,2011실적셀트리온코스닥시장영업이익1위,2
314,2012-04-02,코스닥12월결산법인매출1위SK브로드밴드영업익셀트리온,2
315,2012-04-06,셀트리온유력국제학회에서시밀러임상결과발표,1
316,2012-04-06,셀트리온6월국제학회서바이오시밀러임상결과발표,1
317,2012-04-06,셀트리온유럽류마티스학회서임상결과발표,1
318,2012-04-06,생생코스닥셀트리온유럽류마티스학회에서임상결과발표,1
319,2012-04-06,셀트리온유력국제학회에서임상결과발표,1
320,2012-04-06,셀트리온저명한국제학회서바이오시밀러임상결과발표,1
321,2012-04-06,셀트리온6월유럽국제학회서임상결과발표,1
322,2012-04-06,셀트리온6월국제학회에임상결과발표,1
323,2012-04-06,셀트리온국제학회서바이오시밀러임상결과발표,1
324,2012-04-06,기업진단신약출시임박셀트리온단기급등노린다면,2
325,2012-04-06,기업진단신약출시임박셀트리온단기급등노린다면,2
326,2012-04-06,셀트리온세계최대류마티스학회서임상결과발표,1
327,2012-04-06,셀트리온유력국제학회에서임상결과발표,1
328,2012-04-06,셀트리온유럽류마티스학회서바이오시밀러임상결과발표,1
329,2012-04-06,셀트리온6월세계최대류마티스학회서임상결과발표,1
330,2012-04-07,KBL총재배큰코다칠뻔한코리안리재보험셀트리온상대로역전승,1
331,2012-04-08,마켓포인트4월첫째주코스닥개인순매수1위셀트리온,2
332,2012-04-08,셀트리온바이오시밀러기술국제적검증,1
333,2012-04-08,셀트리온유럽국제학회서임상결과발표,1
334,2012-04-09,스탁킹꿈의신약주목셀트리온이을차기주자3인방,2
335,2012-04-09,스탁킹꿈의신약주목셀트리온이을차기주자3인방,2
336,2012-04-15,마켓포인트4월둘째주코스닥외국인순매수1위셀트리온,2
337,2012-04-15,마켓포인트4월둘째주코스닥기관순매도1위셀트리온,2
338,2012-04-17,바이오인재양성큰족적제2셀트리온더나와야,1
339,2012-04-18,수급유망주외국인은셀트리온기관은GS사랑넘치네,1
340,2012-04-18,수급유망주외국인은셀트리온기관은GS사랑넘치네,1
341,2012-04-22,서경스타즈IR셀트리온연내바이오시밀러2개상용화올매출2배로,1
342,2012-04-24,코스닥시황셀트리온5급락,0
343,2012-04-25,특징주셀트리온장중52주최저가,0
344,2012-04-25,특징주셀트리온사흘째하락장중52주최저가,0
345,2012-04-25,특징주셀트리온52주신저가경신,2
346,2012-04-25,셀트리온악성루머에급락세,0
347,2012-04-25,셀트리온중국임상시험실패사실아니다,0
348,2012-04-25,셀트리온中임상시험실패사실무근악성루머,0
349,2012-04-25,셀트리온중국임상시험실패루머사실무근”,0
350,2012-04-25,셀트리온中임상시험실패소문사실아니다,0
351,2012-04-25,셀트리온中임상실패설사실무근”,0
352,2012-04-25,셀트리온中임상시험실패루머사실무근,0
353,2012-04-25,셀트리온중국임상시험실패사실무근,0
354,2012-04-25,셀트리온악성루머세력정보입수관련기관에조사의뢰,1
355,2012-04-25,셀트리온바이오시밀러中임상실패설사실무근,0
356,2012-04-25,생생코스닥셀트리온중국에서임상시험실패는사실무근”,0
357,2012-04-25,셀트리온중국임상시험실패루머사실무근,0
358,2012-04-25,셀트리온中임상시험실패루머사실무근,0
359,2012-04-25,셀트리온중국임상시험실패는사실무근,0
360,2012-04-25,특징주셀트리온하락세‥中임상시험실패루머사실무근,0
361,2012-04-25,셀트리온中임상시험실패루머는사실무근,0
362,2012-04-25,셀트리온중국임상시험실패루머사실무근,0
363,2012-04-25,HotLine코스닥셀트리온中임상시험실패는사실무근,0
364,2012-04-25,셀트리온겹악재로주가휘청사측사실무근,0
365,2012-04-25,셀트리온중국임상시험실패루머사실무근,0
366,2012-04-25,코스닥5일째약세中임상시험실패루머에셀트리온↓,0
367,2012-04-25,불법공매도악성루머몸살앓는셀트리온,1
368,2012-04-25,셀트리온악성루머에휘청,1
369,2012-04-25,악성루머때문에셀트리온사흘연속하락,0
370,2012-04-25,셀트리온임상실패說에휘청,0
371,2012-04-26,스몰캡돋보기악성루머로곤욕치르는셀트리온,1
372,2012-04-26,셀트리온루머보다흔들림없는기업에주목하라미래證,2
373,2012-04-26,셀트리온주가급락을매수기회로활용미래,0
374,2012-04-26,셀트리온급락악성루머일뿐미래,0
375,2012-04-26,루머에급락한셀트리온적극매수권고미래,0
376,2012-04-26,셀트리온루머에급락한주가적극매수미래,0
377,2012-04-26,리포트셀트리온루머보다흔들림없는셀트리온에주목하라미래에셋證,2
378,2012-04-26,셀트리온최근주가하락은매수기회미래證,0
379,2012-04-26,HotLine코스닥셀트리온주가급락은매수기회,0
380,2012-04-26,셀트리온주가급락은최적매수기회미래에셋,0
381,2012-04-26,미래에셋證셀트리온루머로주가가떨어진지금이매수적기,1
382,2012-04-26,미래에셋證셀트리온매수기회,1
383,2012-04-26,특징주셀트리온악성루머털고반등,2
384,2012-04-26,특징주악성루머급락셀트리온반등,0
385,2012-04-26,특징주악성루머털어낸셀트리온3일만에상승반등,2
386,2012-04-26,특징주셀트리온나흘만에반등매수기회,2
387,2012-04-26,특징주셀트리온나흘만에반등악성루머사실아니다,2
388,2012-04-26,셀트리온악재딛고반등,0
389,2012-04-26,특징주셀트리온악성루머일축적극매수분석에반등,2
390,2012-04-26,특징주셀트리온악성루머딛고반등,2
391,2012-04-26,HotLine코스닥셀트리온루머털고나흘만에↑,2
392,2012-04-26,특징주셀트리온악성루머털고나흘만에반등중,2
393,2012-04-26,악성루머에시달리는셀트리온,1
394,2012-04-26,코스닥시황셀트리온4일연속하락,0
395,2012-04-27,코스닥지수7일만에반등셀트리온도반등성공,2
396,2012-04-28,KBL총재배4전5기끝에시즌첫승에성공한셀트리온,2
397,2012-04-29,4월마지막주코스닥개인순매수1위셀트리온,2
398,2012-04-29,4월마지막주코스닥외국인순매도1위셀트리온,2
399,2012-05-01,셀트리온공매도로주가하락,0
400,2012-05-02,코스닥오래만에훨훨셀트리온5급등,2
401,2012-05-03,셀트리온1Q영업익434억전년동기비1002↑,2
402,2012-05-03,공시셀트리온1분기영업익434억전년比10↑,2
403,2012-05-03,셀트리온1분기영업익4344억전년동기比1002↑,2
404,2012-05-03,셀트리온1분기영업익434억원작년比10↑,2
405,2012-05-03,셀트리온1Q영업익434억전년比10↑,2
406,2012-05-03,셀트리온1Q영업익434억원102↑,2
407,2012-05-03,셀트리온1Q영업익434억전년비10↑,2
408,2012-05-03,셀트리온1Q영업익전년동기比10증가한434억원,2
409,2012-05-03,셀트리온1분기영업익434억원전년비1002↑,2
410,2012-05-03,셀트리온1분기영업익434억원전년比10증가,2
411,2012-05-03,오늘의주요공시셀트리온1Q영업익전년比1002증가등,2
412,2012-05-04,셀트리온1분기영업익434억원작년동기보다10↑,2
413,2012-05-04,셀트리온2012년상저하고의실적흐름예상,0
414,2012-05-04,셀트리온하반기실적성장폭클것현대,2
415,2012-05-04,셀트리온예상수준의1분기실적동양,1
